date,dcoilwtico
3/17/2017,48.34000015
3/20/2017,47.79000092
3/21/2017,47.02000046
3/22/2017,47.29000092
3/23/2017,47
3/24/2017,47.29999924
3/27/2017,47.02000046
3/28/2017,48.36000061
3/29/2017,49.47000122
3/30/2017,50.29999924
3/31/2017,50.54000092
4/3/2017,50.25
4/4/2017,50.99000168
4/5/2017,51.13999939
4/6/2017,51.68999863
4/7/2017,52.25
4/10/2017,53.06000137
4/11/2017,53.38000107
4/12/2017,53.11999893
4/13/2017,53.18999863
4/14/2017,
4/17/2017,52.61999893
4/18/2017,52.45999908
4/19/2017,50.49000168
4/20/2017,50.25999832
4/21/2017,49.63999939
4/24/2017,48.90000153
4/25/2017,49.22000122
4/26/2017,49.22000122
4/27/2017,48.95999908
4/28/2017,49.31000137
5/1/2017,48.83000183
5/2/2017,47.65000153
5/3/2017,47.79000092
5/4/2017,45.54999924
5/5/2017,46.22999954
5/8/2017,46.45999908
5/9/2017,45.84000015
5/10/2017,47.27999878
5/11/2017,47.81000137
5/12/2017,47.83000183
5/15/2017,48.86000061
5/16/2017,48.63999939
5/17/2017,49.04000092
5/18/2017,49.36000061
5/19/2017,50.31999969
5/22/2017,50.81000137
5/23/2017,51.11999893
5/24/2017,50.99000168
5/25/2017,48.56999969
5/26/2017,49.58000183
5/29/2017,
5/30/2017,49.63000107
5/31/2017,48.29000092
6/1/2017,48.31999969
6/2/2017,47.68000031
6/5/2017,47.40000153
6/6/2017,48.13000107
6/7/2017,45.79999924
6/8/2017,45.68000031
6/9/2017,45.81999969
6/12/2017,46.09999847
6/13/2017,46.40999985
6/14/2017,44.79000092
6/15/2017,44.47000122
6/16/2017,44.72999954
6/19/2017,44.24000168
6/20/2017,43.34000015
6/21/2017,42.47999954
6/22/2017,42.52999878
6/23/2017,42.86000061
6/26/2017,43.24000168
6/27/2017,44.25
6/28/2017,44.74000168
6/29/2017,44.88000107
6/30/2017,46.02000046
7/3/2017,
7/4/2017,
7/5/2017,45.11000061
7/6/2017,45.52000046
7/7/2017,44.25
7/10/2017,44.40000153
7/11/2017,45.06000137
7/12/2017,45.47999954
7/13/2017,46.06000137
7/14/2017,46.52999878
7/17/2017,46.02000046
7/18/2017,46.40000153
7/19/2017,47.09999847
7/20/2017,46.72999954
7/21/2017,45.77999878
7/24/2017,46.20999908
7/25/2017,47.77000046
7/26/2017,48.58000183
7/27/2017,49.04999924
7/28/2017,49.72000122
7/31/2017,50.20999908
8/1/2017,49.18999863
8/2/2017,49.59999847
8/3/2017,49.02999878
8/4/2017,49.56999969
8/7/2017,49.36999893
8/8/2017,49.06999969
8/9/2017,49.59000015
8/10/2017,48.54000092
8/11/2017,48.81000137
8/14/2017,47.59000015
8/15/2017,47.56999969
8/16/2017,46.79999924
8/17/2017,47.06999969
8/18/2017,48.59000015
8/21/2017,47.38999939
8/22/2017,47.65000153
8/23/2017,48.45000076
8/24/2017,47.24000168
8/25/2017,47.65000153
8/28/2017,46.40000153
8/29/2017,46.45999908
8/30/2017,45.95999908
8/31/2017,47.25999832
